,idnr,country,repbas,closdate,closdate_year,accpra,months,unit,currency,exchrate,exchrate2,fias,ifas,tfas,ofas,cuas,stok,debt,ocas,cash,toas,shfd,capi,osfd,ncli,ltdb,oncl,prov,culi,loan,cred,ocli,tshf,wkca,ncas,enva,empl,opre,turn,cost,gros,oope,oppl,fire,fiex,fipl,plbt,taxa,plat,exre,exex,extr,pl,expt,mate,staf,depr,inte,rd,cf,av,ebit,ebta,rshf,rcem,rtas,cfop,prma,grma,etma,ebma,nat,ic,stot,coll,crpe,exop,curr,liqr,shlq,solr,gear,ppe,tpe,sct,ace,sfpe,wcpe,tape,compcat,idnr,accnr,ofnbr,name,name_nat,address,address_nat,zipcode,city,city_nat,region,region_nat,country,cntrycde,phone,fax,email,lstatus,statusdate,statusdate_year,type,dateinc,dateinc_year,quoted,repbas_header,consol,typacc,lastyear,numyears,updnum,ipsource,indepind,compcat,trdesen,tradedes,pgid,pgname,pgdesc,pgsize,statusdate_char,dateinc_char,name_short
152,HU12876992,HUNGARY,Unconsolidated data,2016-12-31,2016.0,Local GAAP,12.0,3.0,HUF,0.003404951,0.003230198,2866669000.0,23465000.0,2842630000.0,574000.0,12078421000.0,1088786000.0,2516592000.0,8473043000.0,97048000.0,14945090000.0,10664334000.0,4664967000.0,5999367000.0,125028000.0,0.0,125028000.0,123127000.0,4155728000.0,4000000.0,2318414000.0,1833314000.0,14945090000.0,1286964000.0,7922693000.0,,494.0,29724765000.0,29400982000.0,7118000000.0,22606765000.0,20859704000.0,1747061000.0,284621000.0,215050000.0,69571000.0,1816632000.0,135251000.0,1681381000.0,,,,1681381000.0,1851660000.0,16261986000.0,2888400000.0,386859000.0,833000.0,,2068240000.0,5092724000.0,1747061000.0,2133920000.0,17.04,16.85,12.16,6.96,6.11,76.05,7.18,5.88,2.76,,27.3,30.0,28.0,6.23,2.91,2.64,85.3,71.36,1.21,3677.0,60172.0,9.72,5847.0,21588.0,2605.0,30253.0,LARGE,HU12876992,HU12876992U,01-10-047784,FRIESLANDCAMPINA HUNGARIA KERESKEDELMI ES TERMELO ZARTKORUEN MUKODO RESZVENYTARSASAG,FRIESLANDCAMPINA HUNGRIA KERESKEDELMI S TERMEL ZRTKREN MKD RSZVNYTRSASG,VACI UT 33.,VCI T 33.,1134,BUDAPEST,BUDAPEST,Budapest,Budapest,HUNGARY,HU,+36 1 8027700,+36 1 8027709,info@milli.hu,Active,,,Private limited company - ZRT,1994-06-02,1994.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,Ceginformacio.hu Kft.,D,LARGE,,,10511,1051 VL,Operation of dairies and cheese making (Very Large Companies),1009.0,,02/06/1994,FRICAMP HUNGARIA KERESKEDELMI ES TERMELO ZARTKORUEN MUKODO RESZVENYTARSASAG
153,HU12876992,HUNGARY,Unconsolidated data,2017-12-31,2017.0,Local GAAP,12.0,3.0,HUF,0.003863689,0.003221621,2983892000.0,22019000.0,2961699000.0,174000.0,13978404000.0,1127180000.0,2495535000.0,10355689000.0,145136000.0,16962296000.0,12365177000.0,4664967000.0,7700210000.0,57109000.0,0.0,57109000.0,55208000.0,4540010000.0,12203000.0,2304121000.0,2223686000.0,16962296000.0,1318594000.0,9438394000.0,,492.0,30205029000.0,29912195000.0,5881705000.0,24323324000.0,22524126000.0,1799198000.0,216424000.0,239626000.0,-23202000.0,1775996000.0,75153000.0,1700843000.0,,,,1700843000.0,1658565000.0,16743402000.0,2908370000.0,334465000.0,9810000.0,,2035308000.0,5028641000.0,1799198000.0,2133663000.0,14.36,14.38,10.47,6.74,5.88,80.53,7.06,5.96,2.43,183.4,26.8,30.0,27.0,5.49,3.08,2.83,216.52,72.9,0.56,3610.0,61392.0,9.63,5911.0,25132.0,2680.0,34476.0,LARGE,HU12876992,HU12876992U,01-10-047784,FRIESLANDCAMPINA HUNGARIA KERESKEDELMI ES TERMELO ZARTKORUEN MUKODO RESZVENYTARSASAG,FRIESLANDCAMPINA HUNGRIA KERESKEDELMI S TERMEL ZRTKREN MKD RSZVNYTRSASG,VACI UT 33.,VCI T 33.,1134,BUDAPEST,BUDAPEST,Budapest,Budapest,HUNGARY,HU,+36 1 8027700,+36 1 8027709,info@milli.hu,Active,,,Private limited company - ZRT,1994-06-02,1994.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,Ceginformacio.hu Kft.,D,LARGE,,,10511,1051 VL,Operation of dairies and cheese making (Very Large Companies),1009.0,,02/06/1994,FRICAMP HUNGARIA KERESKEDELMI ES TERMELO ZARTKORUEN MUKODO RESZVENYTARSASAG
154,NL59215976,NETHERLANDS,Unconsolidated data,2017-12-31,2017.0,Local GAAP,12.0,3.0,EUR,1.199299574,1.0,28806000.0,0.0,28806000.0,0.0,2745000.0,0.0,2745000.0,0.0,,31551000.0,31551000.0,18000.0,31533000.0,0.0,,,,0.0,,,,31551000.0,,2745000.0,,,,,,,,,4922000.0,,4922000.0,4922000.0,0.0,4922000.0,,,0.0,4922000.0,,,,,,,,,,,15.6,,15.6,,,,,,,,,,,,,,,100.0,,,,,,,,,LARGE,NL59215976,NL59215976U,000028527135,DDI 1 B.V.,DDI 1 B.V.,STATIONSPLEIN 4,STATIONSPLEIN 4,3818 LE,AMERSFOORT,AMERSFOORT,Amersfoort,Amersfoort,NETHERLANDS,NL,+31 33 7133333,+31 58 2844299,,Active,2013-11-13,2013.0,Private limited liability company - BV,2013-11-13,2013.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,1.0,2942.0,Lexis Nexis,D,LARGE,,Het deelnemen als commanditaire vennoot in personenvennootschappen en al hetgeen met het vorenstaande verband houdt of daartoe bevorderlijk kan zijn.,64301,6430 VL,"Trusts, funds and similar financial entities (Very Large Companies)",10651.0,13/11/2013,13/11/2013,DDI 1 B.V.
155,RO6632642,ROMANIA,Unconsolidated data,2008-12-31,2008.0,Local GAAP,12.0,0.0,RON,0.352833241,0.25352692,69723512.0,43485.0,21108189.0,48571838.0,100654302.0,17560495.0,77237813.0,5855994.0,5779782.0,170377814.0,85812997.0,55669378.0,30143619.0,30841685.0,,,,53723132.0,,,,170377814.0,,46931170.0,,700.0,349505380.0,318294284.0,,,,-5457883.0,29970936.0,6555482.0,23415454.0,17957571.0,228262.0,17729309.0,0.0,0.0,0.0,17729309.0,,132418438.0,23213459.0,2875008.0,1701674.0,,20604317.0,45747712.0,-5457883.0,-2582875.0,20.93,16.85,10.54,5.9,5.14,,-0.74,-1.56,3.0,-3.21,19.9,80.0,,,1.87,1.55,2.78,50.37,,26.0,499.0,6.64,33.0,123.0,,243.0,LARGE,RO6632642,RO6632642U,6632642,FRIESLANDCAMPINA ROMANIA S.A.,FRIESLANDCAMPINA ROMNIA S.A.,BACIULUI NR. 2-4,BACIULUI NR. 2-4,,CLUJ-NAPOCA,CLUJ-NAPOCA,Cluj,Cluj,ROMANIA,RO,+40 264 502000,+40 261 769733,secretariat-napolact@frieslandcampina.com,Active,,,Joint stock company - SA,,2012.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,Chamber of Commerce & Industry of Romania,D,LARGE,,,10511,1051 VL,Operation of dairies and cheese making (Very Large Companies),1009.0,,2012,FRICAMP ROMANIA S.A.
156,RO6632642,ROMANIA,Unconsolidated data,2009-12-31,2009.0,Local GAAP,12.0,0.0,RON,0.340587854,0.23642077,70611833.0,43471.0,21980218.0,48588144.0,86509221.0,16138288.0,58220533.0,12150400.0,12006423.0,157121054.0,70443092.0,55669378.0,14773714.0,1019781.0,,,,85658181.0,,,,157121054.0,,851040.0,,674.0,283427746.0,284411786.0,,,,-16339053.0,22332814.0,4764771.0,17568043.0,1228990.0,28667.0,1200323.0,0.0,0.0,0.0,1200323.0,,218267969.0,23045301.0,2897007.0,1951017.0,,4097330.0,29122315.0,-16339053.0,-13442046.0,1.75,4.45,0.78,1.45,0.43,,-4.74,-5.77,3.97,-8.38,17.56,74.0,,,1.01,0.82,69.08,44.83,,2.0,421.0,8.13,34.0,105.0,,233.0,LARGE,RO6632642,RO6632642U,6632642,FRIESLANDCAMPINA ROMANIA S.A.,FRIESLANDCAMPINA ROMNIA S.A.,BACIULUI NR. 2-4,BACIULUI NR. 2-4,,CLUJ-NAPOCA,CLUJ-NAPOCA,Cluj,Cluj,ROMANIA,RO,+40 264 502000,+40 261 769733,secretariat-napolact@frieslandcampina.com,Active,,,Joint stock company - SA,,2012.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,Chamber of Commerce & Industry of Romania,D,LARGE,,,10511,1051 VL,Operation of dairies and cheese making (Very Large Companies),1009.0,,2012,FRICAMP ROMANIA S.A.
157,RO6632642,ROMANIA,Unconsolidated data,2010-12-31,2010.0,Local GAAP,12.0,0.0,RON,0.312012494,0.233385336,68028807.0,20659.0,19087556.0,48920592.0,88888985.0,8557502.0,73894639.0,6436844.0,6284047.0,156917792.0,58324389.0,55669378.0,2655011.0,572392.0,0.0,572392.0,572392.0,98021011.0,0.0,15999794.0,82021217.0,156917792.0,66452347.0,-9132026.0,,683.0,262249318.0,255071516.0,,,,-28823835.0,28303809.0,7321702.0,20982107.0,-7841728.0,32250.0,-7873978.0,0.0,0.0,0.0,-7873978.0,,208771328.0,23206918.0,5294635.0,1942785.0,,-2579343.0,22602610.0,-28823835.0,-23529200.0,-13.45,-10.02,-5.0,-0.98,-2.99,,-8.97,-10.99,4.45,-14.84,30.65,101.0,22.0,,0.91,0.82,101.9,37.17,0.98,-11.0,384.0,8.85,34.0,85.0,97.0,230.0,LARGE,RO6632642,RO6632642U,6632642,FRIESLANDCAMPINA ROMANIA S.A.,FRIESLANDCAMPINA ROMNIA S.A.,BACIULUI NR. 2-4,BACIULUI NR. 2-4,,CLUJ-NAPOCA,CLUJ-NAPOCA,Cluj,Cluj,ROMANIA,RO,+40 264 502000,+40 261 769733,secretariat-napolact@frieslandcampina.com,Active,,,Joint stock company - SA,,2012.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,Chamber of Commerce & Industry of Romania,D,LARGE,,,10511,1051 VL,Operation of dairies and cheese making (Very Large Companies),1009.0,,2012,FRICAMP ROMANIA S.A.
158,RO6632642,ROMANIA,Unconsolidated data,2011-12-31,2011.0,Local GAAP,12.0,0.0,RON,0.299463958,0.231442911,67017050.0,80629.0,18015829.0,48920592.0,123576678.0,11126711.0,91072282.0,21377685.0,21370634.0,190593728.0,65125263.0,55669378.0,9455885.0,362324.0,0.0,362324.0,362324.0,125106141.0,0.0,22300429.0,102805712.0,190593728.0,79898564.0,-1529463.0,,617.0,385669190.0,382720738.0,,,,-24886445.0,38152329.0,6465011.0,31687318.0,6800873.0,0.0,6800873.0,0.0,0.0,0.0,6800873.0,,319074705.0,26934406.0,4881792.0,1488551.0,,11682665.0,40105622.0,-24886445.0,-20004653.0,10.44,12.66,3.57,3.03,1.76,,-5.19,-6.45,5.89,-16.72,34.66,85.0,21.0,,0.99,0.9,179.74,34.17,0.56,11.0,625.0,6.98,44.0,106.0,129.0,309.0,LARGE,RO6632642,RO6632642U,6632642,FRIESLANDCAMPINA ROMANIA S.A.,FRIESLANDCAMPINA ROMNIA S.A.,BACIULUI NR. 2-4,BACIULUI NR. 2-4,,CLUJ-NAPOCA,CLUJ-NAPOCA,Cluj,Cluj,ROMANIA,RO,+40 264 502000,+40 261 769733,secretariat-napolact@frieslandcampina.com,Active,,,Joint stock company - SA,,2012.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,Chamber of Commerce & Industry of Romania,D,LARGE,,,10511,1051 VL,Operation of dairies and cheese making (Very Large Companies),1009.0,,2012,FRICAMP ROMANIA S.A.
159,RO6632642,ROMANIA,Unconsolidated data,2012-12-31,2012.0,Local GAAP,12.0,0.0,RON,0.297840655,0.225739477,65709003.0,330624.0,16387699.0,48990680.0,123060966.0,13656866.0,94616104.0,14787996.0,14539854.0,188769969.0,46154276.0,55669378.0,-9515102.0,33787060.0,0.0,33787060.0,239657.0,108828633.0,0.0,22393571.0,86435062.0,188769969.0,85879399.0,14232333.0,,603.0,409417029.0,407116059.0,,,,-26219639.0,14455001.0,7206348.0,7248653.0,-18970986.0,0.0,-18970986.0,0.0,0.0,0.0,-18970986.0,,338602810.0,27800151.0,4590926.0,1364436.0,,-14380060.0,14784527.0,-26219639.0,-21628713.0,-41.1,-22.02,-10.05,-3.51,-4.63,,-5.28,-6.4,5.12,-19.22,29.98,83.0,20.0,,1.13,1.0,1.37,24.45,73.21,-31.0,679.0,6.79,46.0,77.0,142.0,313.0,LARGE,RO6632642,RO6632642U,6632642,FRIESLANDCAMPINA ROMANIA S.A.,FRIESLANDCAMPINA ROMNIA S.A.,BACIULUI NR. 2-4,BACIULUI NR. 2-4,,CLUJ-NAPOCA,CLUJ-NAPOCA,Cluj,Cluj,ROMANIA,RO,+40 264 502000,+40 261 769733,secretariat-napolact@frieslandcampina.com,Active,,,Joint stock company - SA,,2012.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,Chamber of Commerce & Industry of Romania,D,LARGE,,,10511,1051 VL,Operation of dairies and cheese making (Very Large Companies),1009.0,,2012,FRICAMP ROMANIA S.A.
160,RO6632642,ROMANIA,Unconsolidated data,2013-12-31,2013.0,Local GAAP,12.0,0.0,RON,0.307210237,0.222761398,65617023.0,286474.0,16168983.0,49161566.0,94598433.0,9353655.0,69546096.0,15698682.0,15189949.0,160215456.0,28115713.0,55669378.0,-27553665.0,283867.0,0.0,283867.0,283867.0,131815876.0,200000.0,24280221.0,107335655.0,160215456.0,54619530.0,-37217443.0,,522.0,360248598.0,361368289.0,,,,-26270784.0,12626350.0,5605714.0,7020636.0,-19250148.0,0.0,-19250148.0,0.0,0.0,0.0,-19250148.0,,301988996.0,27027907.0,4508080.0,1166858.0,,-14742068.0,13452697.0,-26270784.0,-21762704.0,-68.47,-63.67,-12.02,-4.09,-5.34,,-6.04,-7.29,12.69,-22.51,38.51,69.0,24.0,,0.72,0.65,99.05,17.55,1.72,-37.0,690.0,7.5,52.0,54.0,105.0,307.0,LARGE,RO6632642,RO6632642U,6632642,FRIESLANDCAMPINA ROMANIA S.A.,FRIESLANDCAMPINA ROMNIA S.A.,BACIULUI NR. 2-4,BACIULUI NR. 2-4,,CLUJ-NAPOCA,CLUJ-NAPOCA,Cluj,Cluj,ROMANIA,RO,+40 264 502000,+40 261 769733,secretariat-napolact@frieslandcampina.com,Active,,,Joint stock company - SA,,2012.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,Chamber of Commerce & Industry of Romania,D,LARGE,,,10511,1051 VL,Operation of dairies and cheese making (Very Large Companies),1009.0,,2012,FRICAMP ROMANIA S.A.
161,RO6632642,ROMANIA,Unconsolidated data,2014-12-31,2014.0,Local GAAP,12.0,0.0,RON,0.27123794,0.223406479,57701745.0,169237.0,8966392.0,48566116.0,141867117.0,898833.0,110894165.0,30074119.0,29180816.0,199568862.0,-15518969.0,55669378.0,-71188347.0,38653218.0,0.0,38653218.0,4405463.0,176434613.0,197616.0,43845803.0,132391194.0,199568862.0,67947195.0,-34567496.0,,440.0,405341546.0,400636460.0,,,,-41673909.0,255022.0,2215795.0,-1960773.0,-43634682.0,0.0,-43634682.0,0.0,0.0,0.0,-43634682.0,,344323624.0,25985700.0,5521830.0,1333909.0,,-38112852.0,-10793243.0,-41673909.0,-36152079.0,,-182.85,-21.86,-9.4,-10.77,,-8.92,-10.28,17.52,-31.24,450.96,98.0,39.0,,0.8,0.8,-0.4,-7.78,,-99.0,921.0,6.41,59.0,,154.0,454.0,LARGE,RO6632642,RO6632642U,6632642,FRIESLANDCAMPINA ROMANIA S.A.,FRIESLANDCAMPINA ROMNIA S.A.,BACIULUI NR. 2-4,BACIULUI NR. 2-4,,CLUJ-NAPOCA,CLUJ-NAPOCA,Cluj,Cluj,ROMANIA,RO,+40 264 502000,+40 261 769733,secretariat-napolact@frieslandcampina.com,Active,,,Joint stock company - SA,,2012.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,Chamber of Commerce & Industry of Romania,D,LARGE,,,10511,1051 VL,Operation of dairies and cheese making (Very Large Companies),1009.0,,2012,FRICAMP ROMANIA S.A.
162,RO6632642,ROMANIA,Unconsolidated data,2015-12-31,2015.0,Local GAAP,12.0,0.0,RON,0.24109748,0.221454482,55785294.0,57072.0,7162106.0,48566116.0,113283938.0,1474044.0,106092647.0,5717247.0,5299398.0,169069232.0,-31061303.0,55669378.0,-86730681.0,36105914.0,0.0,36105914.0,1814555.0,164024621.0,194655.0,35607823.0,128222143.0,169069232.0,71958868.0,-50740683.0,,241.0,395567313.0,393916157.0,,,,-10681439.0,1215097.0,3619607.0,-2404510.0,-13085949.0,0.0,-13085949.0,0.0,0.0,0.0,-13085949.0,,322343673.0,25031181.0,611050.0,1358763.0,,-12474899.0,13915045.0,-10681439.0,-10070389.0,,-232.47,-7.74,-3.15,-3.31,,-2.55,-2.7,78.41,-7.86,268.36,97.0,32.0,,0.69,0.68,-0.86,-18.37,,-54.0,1641.0,6.33,104.0,,299.0,702.0,LARGE,RO6632642,RO6632642U,6632642,FRIESLANDCAMPINA ROMANIA S.A.,FRIESLANDCAMPINA ROMNIA S.A.,BACIULUI NR. 2-4,BACIULUI NR. 2-4,,CLUJ-NAPOCA,CLUJ-NAPOCA,Cluj,Cluj,ROMANIA,RO,+40 264 502000,+40 261 769733,secretariat-napolact@frieslandcampina.com,Active,,,Joint stock company - SA,,2012.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,Chamber of Commerce & Industry of Romania,D,LARGE,,,10511,1051 VL,Operation of dairies and cheese making (Very Large Companies),1009.0,,2012,FRICAMP ROMANIA S.A.
163,RO6632642,ROMANIA,Unconsolidated data,2016-12-31,2016.0,Local GAAP,12.0,0.0,RON,0.232379794,0.220453364,83858133.0,87146.0,83764547.0,6440.0,71422546.0,18209282.0,51266143.0,1947121.0,1172667.0,155280679.0,-66297755.0,59359488.0,-125657243.0,6876087.0,0.0,6876087.0,3373955.0,214702347.0,194996.0,58769917.0,155737434.0,155280679.0,10705508.0,-143279801.0,,569.0,344805963.0,339355559.0,,,,2696272.0,2155240.0,4834241.0,-2679001.0,17271.0,0.0,17271.0,0.0,0.0,0.0,17271.0,,208689014.0,34362310.0,5929295.0,1987120.0,,5946566.0,42295996.0,2696272.0,8625567.0,,,0.01,1.73,0.01,,2.5,0.78,,1.36,18.94,54.0,61.0,,0.33,0.25,-9.64,-42.7,,0.0,606.0,9.97,60.0,,19.0,273.0,LARGE,RO6632642,RO6632642U,6632642,FRIESLANDCAMPINA ROMANIA S.A.,FRIESLANDCAMPINA ROMNIA S.A.,BACIULUI NR. 2-4,BACIULUI NR. 2-4,,CLUJ-NAPOCA,CLUJ-NAPOCA,Cluj,Cluj,ROMANIA,RO,+40 264 502000,+40 261 769733,secretariat-napolact@frieslandcampina.com,Active,,,Joint stock company - SA,,2012.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,Chamber of Commerce & Industry of Romania,D,LARGE,,,10511,1051 VL,Operation of dairies and cheese making (Very Large Companies),1009.0,,2012,FRICAMP ROMANIA S.A.
164,RO6632642,ROMANIA,Unconsolidated data,2017-12-31,2017.0,Local GAAP,12.0,0.0,RON,0.256970316,0.214266995,85157619.0,38096.0,85113583.0,5940.0,63448303.0,18178104.0,41576559.0,3693640.0,3515762.0,148605922.0,-62829783.0,59359488.0,-122189271.0,81755935.0,0.0,81755935.0,1035563.0,129679770.0,2487500.0,68325354.0,58866916.0,148605922.0,-8570691.0,-66231467.0,,544.0,383400769.0,384151192.0,,,,3987335.0,3719042.0,7916137.0,-4197095.0,-209760.0,0.0,-209760.0,,,,-209760.0,,235804749.0,37994092.0,7841897.0,2123602.0,,7632137.0,47749831.0,3987335.0,11829232.0,,10.11,-0.14,1.99,-0.06,,3.09,1.04,20.26,1.88,21.09,39.0,64.0,,0.49,0.35,-0.77,-42.28,,0.0,705.0,9.91,70.0,,-16.0,273.0,LARGE,RO6632642,RO6632642U,6632642,FRIESLANDCAMPINA ROMANIA S.A.,FRIESLANDCAMPINA ROMNIA S.A.,BACIULUI NR. 2-4,BACIULUI NR. 2-4,,CLUJ-NAPOCA,CLUJ-NAPOCA,Cluj,Cluj,ROMANIA,RO,+40 264 502000,+40 261 769733,secretariat-napolact@frieslandcampina.com,Active,,,Joint stock company - SA,,2012.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,Chamber of Commerce & Industry of Romania,D,LARGE,,,10511,1051 VL,Operation of dairies and cheese making (Very Large Companies),1009.0,,2012,FRICAMP ROMANIA S.A.
165,PL871092105,POLAND,Unconsolidated data,2008-12-31,2008.0,Local GAAP,12.0,0.0,PLN,0.337632507,0.242604493,4156000.0,0.0,4156000.0,0.0,12903000.0,2916000.0,9632000.0,355000.0,306000.0,17059000.0,6356000.0,50000.0,6306000.0,2851000.0,0.0,2851000.0,,7853000.0,0.0,6816000.0,1037000.0,17059000.0,5732000.0,5050000.0,,20.0,29031000.0,28735000.0,,,,1821000.0,2082000.0,1966000.0,115000.0,1936000.0,626000.0,1309000.0,,,,1309000.0,,21315000.0,1308000.0,476000.0,2000.0,,1785000.0,3721000.0,1821000.0,2297000.0,30.46,21.05,11.35,6.15,6.67,,7.91,6.27,3.15,910.5,9.96,119.0,85.0,,1.64,1.27,2.23,37.26,44.86,97.0,1452.0,4.51,65.0,318.0,287.0,853.0,LARGE,PL871092105,PL871092105U,871092105,CSK FOOD ENRICHMENT POLAND SP. Z O.O.,CSK FOOD ENRICHMENT POLAND SP. Z O.O.,POLNA 140 A,POLNA 140 A,87-100,TORUN,TORU,Torun,Toru,POLAND,PL,+48 56 6585555,+48 56 6585557,cskfood@vp.pl,Active,,,Limited liability company - Sp. z.o.o.,,1998.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,InfoCredit,D,LARGE,Trade: food-stuffs  chemical products  machinery,,46901,4690 VL,Non-specialised wholesale trade (Very Large Companies),27213.0,,1998,CSK FOOD ENRICHMENT POLAND SP. Z O.O.
166,PL871092105,POLAND,Unconsolidated data,2009-12-31,2009.0,Local GAAP,12.0,0.0,PLN,0.350840271,0.243537536,4270000.0,,4054000.0,215000.0,13091000.0,3850000.0,8337000.0,904000.0,866000.0,17361000.0,9480000.0,50000.0,9430000.0,2698000.0,0.0,2698000.0,193000.0,5183000.0,0.0,4160000.0,1023000.0,17361000.0,8027000.0,7908000.0,,20.0,36369000.0,35771000.0,,,,4329000.0,,212000.0,-211000.0,4117000.0,693000.0,3425000.0,,,,3425000.0,,27442000.0,1409000.0,522000.0,31000.0,,3947000.0,6080000.0,4329000.0,4851000.0,43.43,34.06,23.71,10.85,11.32,,13.34,11.9,2.99,139.65,9.45,83.0,41.0,,2.53,1.78,3.51,54.61,28.46,206.0,1818.0,3.87,70.0,474.0,401.0,868.0,LARGE,PL871092105,PL871092105U,871092105,CSK FOOD ENRICHMENT POLAND SP. Z O.O.,CSK FOOD ENRICHMENT POLAND SP. Z O.O.,POLNA 140 A,POLNA 140 A,87-100,TORUN,TORU,Torun,Toru,POLAND,PL,+48 56 6585555,+48 56 6585557,cskfood@vp.pl,Active,,,Limited liability company - Sp. z.o.o.,,1998.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,InfoCredit,D,LARGE,Trade: food-stuffs  chemical products  machinery,,46901,4690 VL,Non-specialised wholesale trade (Very Large Companies),27213.0,,1998,CSK FOOD ENRICHMENT POLAND SP. Z O.O.
167,PL871092105,POLAND,Unconsolidated data,2010-12-31,2010.0,Local GAAP,12.0,0.0,PLN,0.337381929,0.252361674,4013000.0,0.0,3803000.0,210000.0,13108000.0,4125000.0,8428000.0,555000.0,534000.0,17121000.0,12343000.0,50000.0,12293000.0,557000.0,0.0,557000.0,196000.0,4221000.0,0.0,3885000.0,336000.0,17121000.0,8668000.0,8887000.0,,20.0,38184000.0,38164000.0,,,,4441000.0,,760000.0,-760000.0,3681000.0,819000.0,2863000.0,,,,2863000.0,,29158000.0,1416000.0,511000.0,309000.0,,3374000.0,5918000.0,4441000.0,4952000.0,29.82,30.93,21.5,8.84,9.64,,12.97,11.63,2.96,14.37,9.26,79.0,37.0,,3.11,2.13,22.16,72.09,4.51,184.0,1909.0,3.71,71.0,617.0,433.0,856.0,LARGE,PL871092105,PL871092105U,871092105,CSK FOOD ENRICHMENT POLAND SP. Z O.O.,CSK FOOD ENRICHMENT POLAND SP. Z O.O.,POLNA 140 A,POLNA 140 A,87-100,TORUN,TORU,Torun,Toru,POLAND,PL,+48 56 6585555,+48 56 6585557,cskfood@vp.pl,Active,,,Limited liability company - Sp. z.o.o.,,1998.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,InfoCredit,D,LARGE,Trade: food-stuffs  chemical products  machinery,,46901,4690 VL,Non-specialised wholesale trade (Very Large Companies),27213.0,,1998,CSK FOOD ENRICHMENT POLAND SP. Z O.O.
168,PL871092105,POLAND,Unconsolidated data,2011-12-31,2011.0,Local GAAP,12.0,0.0,PLN,0.292620122,0.226153603,4576000.0,,4007000.0,570000.0,17210000.0,5871000.0,10194000.0,1145000.0,1138000.0,21786000.0,11954000.0,50000.0,11904000.0,621000.0,0.0,621000.0,416000.0,9211000.0,0.0,8594000.0,617000.0,21786000.0,7471000.0,7999000.0,,,39734000.0,39660000.0,,,,1343000.0,243000.0,137000.0,107000.0,1450000.0,57000.0,1393000.0,,,,1393000.0,,33091000.0,1578000.0,431000.0,137000.0,,1824000.0,3596000.0,1343000.0,1774000.0,12.13,12.62,6.66,4.59,3.65,,4.47,3.38,3.16,9.8,6.77,92.0,78.0,,1.87,1.23,19.25,54.87,5.2,,,3.97,,,,,LARGE,PL871092105,PL871092105U,871092105,CSK FOOD ENRICHMENT POLAND SP. Z O.O.,CSK FOOD ENRICHMENT POLAND SP. Z O.O.,POLNA 140 A,POLNA 140 A,87-100,TORUN,TORU,Torun,Toru,POLAND,PL,+48 56 6585555,+48 56 6585557,cskfood@vp.pl,Active,,,Limited liability company - Sp. z.o.o.,,1998.0,No,Unconsolidated data,U1,Unconsolidated,2017.0,10.0,2942.0,InfoCredit,D,LARGE,Trade: food-stuffs  chemical products  machinery,,46901,4690 VL,Non-specialised wholesale trade (Very Large Companies),27213.0,,1998,CSK FOOD ENRICHMENT POLAND SP. Z O.O.
